CaseID,weight_pop,B3_trans,ND2_trans,B7_b_trans,GH1_trans,race_trans,educ_trans,B3_binary,ND2_num,B7_b_num,GH1_num,race_num,educ_num
5052,19435.5888,2,1,2,3,1,1,0,1,2,3,1,1
5053,37620.1583,3,2,2,1,2,3,1,2,2,1,2,3
5054,16302.7652,5,3,1,1,1,4,1,3,1,1,1,4
5055,11881.0489,2,2,2,1,1,4,0,2,2,1,1,4
5056,28677.9425,4,2,2,3,4,4,1,2,2,3,4,4
5057,10151.1496,2,2,3,3,1,4,0,2,3,3,1,4
5058,20239.2036,4,3,2,3,2,3,1,3,2,3,2,3
5059,19790.4153,3,2,3,1,1,4,1,2,3,1,1,4
5060,12674.1902,2,3,1,3,3,4,0,3,1,3,3,4
5061,21579.2115,3,2,2,2,1,4,1,2,2,2,1,4
5062,29713.0783,3,3,3,2,1,3,1,3,3,2,1,3
5063,16302.7652,4,4,2,2,1,4,1,4,2,2,1,4
5064,13095.626,2,4,2,3,1,3,0,4,2,3,1,3
5065,10267.7521,3,2,2,1,5,4,1,2,2,1,5,4
5066,17463.0186,5,3,2,3,3,4,1,3,2,3,3,4
5067,18413.5359,3,3,3,1,1,2,1,3,3,1,1,2
5068,17011.7611,1,3,1,1,1,3,0,3,1,1,1,3
5069,10965.4948,3,2,3,1,1,4,1,2,3,1,1,4
5070,15529.7006,3,3,1,3,1,3,1,3,1,3,1,3
5071,8632.863300000001,5,2,3,1,5,4,1,2,3,1,5,4
5072,19162.689,2,3,2,2,1,1,0,3,2,2,1,1
5073,14007.173,3,2,3,1,1,3,1,2,3,1,1,3
5074,29878.4672,4,2,3,1,1,2,1,2,3,1,1,2
5075,20271.1524,4,3,2,2,1,2,1,3,2,2,1,2
5076,38181.3242,3,3,2,3,3,1,1,3,2,3,3,1
5077,17034.646,3,2,2,1,1,4,1,2,2,1,1,4
5078,88732.6474,3,2,3,3,4,2,1,2,3,3,4,2
5079,21238.8125,4,3,1,3,2,2,1,3,1,3,2,2
5080,25161.596,3,3,1,1,1,1,1,3,1,1,1,1
5081,49343.5382,3,1,2,1,3,2,1,1,2,1,3,2
5082,28588.185,3,3,2,1,1,2,1,3,2,1,1,2
5083,12113.6041,2,3,1,3,1,3,0,3,1,3,1,3
5084,14140.9356,1,3,1,2,1,4,0,3,1,2,1,4
5085,36918.5222,4,1,3,3,3,3,1,1,3,3,3,3
5086,15297.0137,2,1,2,1,1,3,0,1,2,1,1,3
5087,10965.4948,1,3,1,2,1,4,0,3,1,2,1,4
5088,18596.2755,1,3,1,2,1,3,0,3,1,2,1,3
5089,17272.0782,3,5,1,3,1,2,1,5,1,3,1,2
5090,32650.5758,5,3,2,3,2,3,1,3,2,3,2,3
5091,30883.5492,2,5,1,4,1,3,0,5,1,4,1,3
5092,19990.8188,5,1,2,3,1,3,1,1,2,3,1,3
5093,15973.3754,3,3,2,4,1,3,1,3,2,4,1,3
5094,14861.7569,1,3,1,3,1,2,0,3,1,3,1,2
5095,16383.1637,3,3,2,2,1,4,1,3,2,2,1,4
5096,18880.3487,3,2,3,1,1,3,1,2,3,1,1,3
5097,26674.9596,1,3,2,2,1,2,0,3,2,2,1,2
5098,29364.8165,2,2,1,2,3,2,0,2,1,2,3,2
5099,26143.163,2,3,2,1,1,1,0,3,2,1,1,1
5100,8937.057500000001,1,3,1,1,3,4,0,3,1,1,3,4
5101,22420.6834,4,3,1,1,3,3,1,3,1,1,3,3
5102,15644.4908,3,2,2,2,1,4,1,2,2,2,1,4
5103,13294.827,3,3,1,2,1,3,1,3,1,2,1,3
5104,24044.6057,4,2,2,1,3,4,1,2,2,1,3,4
5105,10305.5614,2,3,1,2,1,4,0,3,1,2,1,4
5106,10965.4948,4,3,2,2,1,4,1,3,2,2,1,4
5107,23502.2941,1,3,1,2,4,4,0,3,1,2,4,4
5108,20034.5967,2,3,2,3,1,3,0,3,2,3,1,3
5109,18166.1473,4,1,2,2,3,3,1,1,2,2,3,3
5110,3666.6386,2,3,1,2,5,4,0,3,1,2,5,4
5111,17477.1008,2,3,2,1,1,2,0,3,2,1,1,2
5112,11074.0956,2,5,2,1,2,4,0,5,2,1,2,4
5113,43000.7068,1,3,1,2,1,3,0,3,1,2,1,3
5114,26575.7818,2,1,1,1,2,2,0,1,1,1,2,2
5115,13992.7265,3,2,3,1,1,3,1,2,3,1,1,3
5116,15898.4642,3,3,2,1,2,4,1,3,2,1,2,4
5117,13914.758,3,3,2,2,1,4,1,3,2,2,1,4
5118,32074.1762,3,3,2,3,2,3,1,3,2,3,2,3
5119,15545.3415,3,3,2,3,2,3,1,3,2,3,2,3
5120,23451.4453,4,3,1,1,1,3,1,3,1,1,1,3
5121,20956.2343,3,3,2,2,1,1,1,3,2,2,1,1
5122,23271.5804,3,3,2,3,3,2,1,3,2,3,3,2
5123,11911.4228,3,1,3,1,3,4,1,1,3,1,3,4
5124,78434.2743,3,3,2,3,3,3,1,3,2,3,3,3
5125,16329.0748,3,3,2,3,1,4,1,3,2,3,1,4
5126,13164.0939,3,3,2,1,3,4,1,3,2,1,3,4
5127,29619.5726,4,2,1,3,1,1,1,2,1,3,1,1
5128,16302.7652,4,3,1,3,1,4,1,3,1,3,1,4
5129,21486.0478,4,2,2,2,1,3,1,2,2,2,1,3
5130,12381.3704,4,3,1,2,1,4,1,3,1,2,1,4
5131,28220.6405,3,3,2,1,1,4,1,3,2,1,1,4
5132,19233.8799,2,2,1,2,1,2,0,2,1,2,1,2
5133,43114.4531,3,3,2,2,4,3,1,3,2,2,4,3
5134,16733.4566,3,3,2,2,1,4,1,3,2,2,1,4
5135,32983.7615,2,3,1,1,1,3,0,3,1,1,1,3
5136,30547.111,3,3,1,1,1,4,1,3,1,1,1,4
5137,13325.3378,4,3,1,2,1,3,1,3,1,2,1,3
5138,25539.2607,3,2,1,2,4,4,1,2,1,2,4,4
5139,16562.8515,3,3,3,1,1,4,1,3,3,1,1,4
5140,30850.2665,4,3,2,1,1,4,1,3,2,1,1,4
5141,19493.8887,3,2,2,1,1,4,1,2,2,1,1,4
5142,26693.2084,2,3,2,1,1,1,0,3,2,1,1,1
5143,25291.9499,3,3,2,1,1,3,1,3,2,1,1,3
5144,16302.7652,3,3,2,1,1,4,1,3,2,1,1,4
5145,20850.7995,2,2,1,3,1,4,0,2,1,3,1,4
5146,33920.0325,3,3,2,3,3,2,1,3,2,3,3,2
5147,19973.7453,4,3,3,4,3,4,1,3,3,4,3,4
5148,22459.2649,3,2,2,1,2,4,1,2,2,1,2,4
5149,18413.5359,3,3,2,2,1,2,1,3,2,2,1,2
5150,59885.2905,2,2,2,3,5,1,0,2,2,3,5,1
5151,18194.4873,4,3,1,1,2,3,1,3,1,1,2,3
5152,24671.3198,3,3,1,1,1,4,1,3,1,1,1,4
5153,27057.3341,3,3,2,4,1,3,1,3,2,4,1,3
5154,19419.7496,3,2,1,1,1,3,1,2,1,1,1,3
5155,22087.8618,2,3,1,1,4,4,0,3,1,1,4,4
5156,16976.5798,3,2,2,1,2,3,1,2,2,1,2,3
5157,8686.189,2,3,1,3,5,3,0,3,1,3,5,3
5158,23015.4966,3,3,3,3,1,2,1,3,3,3,1,2
5159,27915.8355,1,3,1,1,1,3,0,3,1,1,1,3
5160,13374.1585,3,3,2,2,1,3,1,3,2,2,1,3
5161,14981.7128,1,3,1,2,1,2,0,3,1,2,1,2
5162,13306.938,4,2,3,3,1,4,1,2,3,3,1,4
5163,14447.0598,1,3,1,2,1,3,0,3,1,2,1,3
5164,16004.3448,3,3,2,1,3,4,1,3,2,1,3,4
5165,39894.2871,4,2,2,1,2,2,1,2,2,1,2,2
5166,10586.3958,2,2,2,1,3,4,0,2,2,1,3,4
5167,17821.3844,3,3,2,2,1,3,1,3,2,2,1,3
5168,15700.0129,3,3,2,1,1,3,1,3,2,1,1,3
5169,37757.1971,2,2,1,3,3,3,0,2,1,3,3,3
5170,11402.9941,2,3,2,1,1,3,0,3,2,1,1,3
5171,16502.39,2,3,1,2,1,3,0,3,1,2,1,3
5172,8569.6217,2,3,1,1,1,4,0,3,1,1,1,4
5173,13289.8954,2,2,2,1,1,4,0,2,2,1,1,4
5174,37757.1971,2,1,1,3,3,2,0,1,1,3,3,2
5175,16302.7652,4,2,2,1,1,4,1,2,2,1,1,4
5176,30850.2665,4,2,1,1,1,4,1,2,1,1,1,4
5177,14001.9772,3,2,3,2,1,4,1,2,3,2,1,4
5178,9118.3914,3,3,2,1,1,4,1,3,2,1,1,4
5179,41312.5049,3,1,4,2,3,3,1,1,4,2,3,3
5180,44450.6201,1,3,1,1,3,2,0,3,1,1,3,2
5181,28383.1341,4,3,2,2,1,2,1,3,2,2,1,2
5182,23687.5548,3,3,2,1,1,4,1,3,2,1,1,4
5183,28784.3601,3,1,2,1,1,2,1,1,2,1,1,2
5184,23789.7512,2,3,1,1,3,2,0,3,1,1,3,2
5185,15501.4887,3,3,2,3,1,4,1,3,2,3,1,4
5186,20617.8134,3,2,2,1,1,3,1,2,2,1,1,3
5187,26575.7818,2,1,1,3,2,2,0,1,1,3,2,2
5188,13054.357,4,3,3,2,3,4,1,3,3,2,3,4
5189,9731.6919,3,3,3,1,1,4,1,3,3,1,1,4
5191,13758.0015,3,3,3,2,1,3,1,3,3,2,1,3
5192,15498.3346,3,3,1,3,2,4,1,3,1,3,2,4
5193,14152.9194,3,3,3,2,1,2,1,3,3,2,1,2
5194,33372.0199,5,5,1,4,2,3,1,5,1,4,2,3
5195,22737.6043,3,3,2,3,1,4,1,3,2,3,1,4
5196,12767.0746,2,2,2,2,2,4,0,2,2,2,2,4
5197,12641.8712,1,2,1,1,1,3,0,2,1,1,1,3
5198,28104.2223,3,3,1,1,1,2,1,3,1,1,1,2
5199,27400.9884,3,3,1,1,1,2,1,3,1,1,1,2
5200,20771.9856,2,3,3,1,3,4,0,3,3,1,3,4
5201,21612.2715,5,3,1,3,1,2,1,3,1,3,1,2
5202,17339.9346,4,1,1,3,1,2,1,1,1,3,1,2
5203,13308.4628,3,3,1,1,3,4,1,3,1,1,3,4
5204,17516.1652,2,3,2,2,1,3,0,3,2,2,1,3
5205,27746.4885,4,2,1,1,1,4,1,2,1,1,1,4
5206,28065.7219,2,3,2,3,4,3,0,3,2,3,4,3
5207,10870.7987,3,5,3,1,1,4,1,5,3,1,1,4
5208,31856.8656,5,3,2,1,3,4,1,3,2,1,3,4
5209,19169.3605,2,4,1,3,2,3,0,4,1,3,2,3
5210,15353.2881,3,3,2,1,2,4,1,3,2,1,2,4
5211,22690.1815,3,1,1,4,2,4,1,1,1,4,2,4
5212,15321.6202,2,3,1,1,1,4,0,3,1,1,1,4
5213,13090.7683,3,3,2,1,1,4,1,3,2,1,1,4
5214,29063.6948,2,2,2,1,3,3,0,2,2,1,3,3
5215,22611.2505,1,2,1,1,1,4,0,2,1,1,1,4
5216,23235.1701,1,3,3,3,2,2,0,3,3,3,2,2
5217,10352.2207,3,3,2,4,1,3,1,3,2,4,1,3
5218,19612.475,2,3,1,2,1,3,0,3,1,2,1,3
5219,75580.96920000001,3,3,1,2,5,2,1,3,1,2,5,2
5220,23235.1701,3,3,1,2,2,3,1,3,1,2,2,3
5221,15321.6202,3,2,2,1,1,4,1,2,2,1,1,4
5222,21630.3611,4,3,2,3,1,3,1,3,2,3,1,3
5223,27473.8328,4,3,2,1,1,4,1,3,2,1,1,4
5224,20893.5351,4,1,2,3,2,4,1,1,2,3,2,4
5225,23647.8226,3,3,1,1,1,3,1,3,1,1,1,3
5226,21434.0698,3,3,3,2,1,1,1,3,3,2,1,1
5227,29063.6948,3,3,2,1,3,3,1,3,2,1,3,3
5228,28501.5055,3,3,1,3,1,2,1,3,1,3,1,2
5229,17034.646,3,3,2,1,1,4,1,3,2,1,1,4
5230,24159.5612,3,3,1,4,2,4,1,3,1,4,2,4
5231,17215.2353,3,3,3,2,1,2,1,3,3,2,1,2
5232,32293.892,2,2,1,1,3,2,0,2,1,1,3,2
5234,21579.2115,4,2,1,1,1,4,1,2,1,1,1,4
5235,14323.7915,2,2,2,3,1,4,0,2,2,3,1,4
5236,19105.0456,3,3,3,4,3,3,1,3,3,4,3,3
5237,20192.7949,4,3,2,4,3,4,1,3,2,4,3,4
5238,45895.3275,1,2,1,1,3,1,0,2,1,1,3,1
5239,44906.3244,3,3,2,1,3,2,1,3,2,1,3,2
5240,13188.3671,3,2,2,3,1,2,1,2,2,3,1,2
5241,15184.4952,2,3,1,2,1,1,0,3,1,2,1,1
5242,19571.9153,3,2,1,1,2,3,1,2,1,1,2,3
5243,17542.5094,1,3,1,1,3,3,0,3,1,1,3,3
5244,27108.1851,3,3,2,1,3,2,1,3,2,1,3,2
5245,22472.8144,3,1,1,4,1,3,1,1,1,4,1,3
5246,35525.3833,4,3,4,1,3,4,1,3,4,1,3,4
5247,12033.6823,3,3,2,1,1,2,1,3,2,1,1,2
5248,48655.7374,1,3,1,3,3,2,0,3,1,3,3,2
5249,23871.9965,4,2,2,3,2,3,1,2,2,3,2,3
5250,27643.4111,4,2,1,3,1,4,1,2,1,3,1,4
5251,28383.1341,3,3,1,3,1,2,1,3,1,3,1,2
5252,25524.1445,3,3,2,4,2,3,1,3,2,4,2,3
5253,14300.5259,3,2,3,2,3,3,1,2,3,2,3,3
5254,20850.7995,2,2,2,1,1,4,0,2,2,1,1,4
5255,20850.7995,3,3,3,1,1,4,1,3,3,1,1,4
5256,15882.4633,2,1,2,2,1,4,0,1,2,2,1,4
5257,22529.8318,4,2,2,4,3,4,1,2,2,4,3,4
5258,27775.2374,3,2,1,3,2,2,1,2,1,3,2,2
5259,33716.7296,3,2,1,3,1,2,1,2,1,3,1,2
5260,21830.9762,3,2,3,2,1,4,1,2,3,2,1,4
5261,25821.4603,2,1,1,2,1,2,0,1,1,2,1,2
5262,18596.2755,3,2,3,3,1,2,1,2,3,3,1,2
5263,15202.4164,3,2,3,2,2,4,1,2,3,2,2,4
5264,16329.0748,4,3,1,3,1,4,1,3,1,3,1,4
5265,20450.9761,5,2,3,1,1,3,1,2,3,1,1,3
5266,18215.8346,2,3,2,3,1,4,0,3,2,3,1,4
5267,21515.8307,3,3,1,2,1,4,1,3,1,2,1,4
5268,12160.5375,4,3,2,4,3,3,1,3,2,4,3,3
5269,17969.0826,3,3,2,1,3,3,1,3,2,1,3,3
5270,13090.7683,2,3,3,2,1,4,0,3,3,2,1,4
5271,24636.8091,2,2,2,1,1,2,0,2,2,1,1,2
5272,15700.0129,2,3,2,2,1,3,0,3,2,2,1,3
5273,20481.7834,2,3,1,2,1,4,0,3,1,2,1,4
5274,23631.7925,5,3,2,1,1,3,1,3,2,1,1,3
5275,23490.2307,3,2,1,4,3,3,1,2,1,4,3,3
5276,15564.4765,2,2,2,1,1,3,0,2,2,1,1,3
5277,13914.758,4,3,1,1,1,4,1,3,1,1,1,4
5278,23922.6348,4,2,2,1,1,4,1,2,2,1,1,4
5279,17704.7623,3,3,2,1,1,2,1,3,2,1,1,2
5280,16869.4681,3,2,2,3,1,3,1,2,2,3,1,3
5281,9019.476000000001,3,3,3,2,1,4,1,3,3,2,1,4
5282,22146.0361,3,1,4,1,1,4,1,1,4,1,1,4
5283,26774.732,3,3,3,3,2,3,1,3,3,3,2,3
5284,17734.8958,3,3,1,1,3,3,1,3,1,1,3,3
5285,25951.7524,2,3,2,2,1,3,0,3,2,2,1,3
5286,33697.5297,3,2,1,3,2,4,1,2,1,3,2,4
5287,12153.1069,2,3,2,2,1,4,0,3,2,2,1,4
5288,24035.0453,4,3,3,1,2,4,1,3,3,1,2,4
5290,16705.3888,3,2,3,1,1,3,1,2,3,1,1,3
5291,13150.606,2,3,1,2,1,3,0,3,1,2,1,3
5292,15483.2334,3,2,2,1,1,3,1,2,2,1,1,3
5293,11497.5571,2,2,2,1,1,3,0,2,2,1,1,3
5294,21917.784,3,4,3,1,1,2,1,4,3,1,1,2
5295,14001.9772,2,3,2,1,1,4,0,3,2,1,1,4
5296,13205.7736,3,3,2,2,1,3,1,3,2,2,1,3
5297,14861.7569,2,2,2,2,1,2,0,2,2,2,1,2
5298,15908.6186,3,2,3,1,1,4,1,2,3,1,1,4
5299,31175.8558,4,1,2,4,2,3,1,1,2,4,2,3
5300,26774.732,2,3,1,3,2,2,0,3,1,3,2,2
5301,21057.7269,4,2,3,1,1,4,1,2,3,1,1,4
5302,25978.1043,3,3,2,4,1,3,1,3,2,4,1,3
5303,14140.9356,3,3,2,1,1,4,1,3,2,1,1,4
5304,16524.1704,4,1,3,1,1,3,1,1,3,1,1,3
5305,17533.7444,4,3,2,1,1,4,1,3,2,1,1,4
5306,21744.8098,4,2,2,3,3,4,1,2,2,3,3,4
5307,15644.4908,3,3,2,1,1,4,1,3,2,1,1,4
5308,25420.0651,2,3,2,1,1,1,0,3,2,1,1,1
5309,17704.7623,2,3,2,2,1,2,0,3,2,2,1,2
5310,57036.4449,2,3,1,2,4,3,0,3,1,2,4,3
5311,23922.6348,3,2,2,1,1,4,1,2,2,1,1,4
5312,20837.024,3,2,2,3,1,3,1,2,2,3,1,3
5313,21579.2115,3,2,2,2,1,4,1,2,2,2,1,4
5314,14140.9356,4,2,3,2,1,4,1,2,3,2,1,4
5315,34847.4593,3,3,1,1,1,1,1,3,1,1,1,1
5316,23512.7298,1,1,1,3,1,3,0,1,1,3,1,3
5317,13289.8954,1,3,1,2,1,4,0,3,1,2,1,4
5318,11868.5562,4,3,2,1,2,4,1,3,2,1,2,4
5319,25343.8942,3,3,2,1,1,2,1,3,2,1,1,2
5320,41797.5978,3,3,2,1,4,4,1,3,2,1,4,4
5321,27052.0386,3,2,2,1,1,3,1,2,2,1,1,3
5322,30236.7592,3,3,4,1,3,4,1,3,4,1,3,4
5323,15051.257,2,2,2,2,1,2,0,2,2,2,1,2
5324,21057.7269,4,3,2,1,1,4,1,3,2,1,1,4
5325,9019.476000000001,2,3,1,2,1,4,0,3,1,2,1,4
5326,37341.9941,3,3,2,2,3,3,1,3,2,2,3,3
5327,6372.5699,3,2,2,1,5,4,1,2,2,1,5,4
5328,23512.7298,3,3,2,3,1,3,1,3,2,3,1,3
5329,31090.4802,4,3,3,4,2,3,1,3,3,4,2,3
5330,14353.9568,3,3,2,3,3,4,1,3,2,3,3,4
5331,8349.6505,3,3,1,3,1,4,1,3,1,3,1,4
5332,12225.0555,4,2,1,1,1,3,1,2,1,1,1,3
5333,27794.5368,3,1,2,2,2,3,1,1,2,2,2,3
5334,22073.6463,3,2,3,4,2,3,1,2,3,4,2,3
5335,13150.606,2,2,2,1,1,3,0,2,2,1,1,3
5336,47829.8866,1,2,1,1,3,1,0,2,1,1,3,1
5337,23235.1701,1,3,2,1,2,2,0,3,2,1,2,2
5338,17704.7623,2,3,2,3,1,3,0,3,2,3,1,3
5339,19917.9717,3,3,2,1,1,4,1,3,2,1,1,4
5340,23457.0359,4,3,2,2,1,2,1,3,2,2,1,2
5341,4107.5669,2,3,1,3,5,3,0,3,1,3,5,3
5342,11773.2408,1,3,1,3,1,3,0,3,1,3,1,3
5343,20481.7834,1,3,1,1,1,4,0,3,1,1,1,4
5344,22495.207,1,3,1,1,1,2,0,3,1,1,1,2
5345,16098.9296,3,3,2,1,1,2,1,3,2,1,1,2
5346,12628.5786,3,5,1,3,2,4,1,5,1,3,2,4
5347,34990.2414,3,3,2,4,3,2,1,3,2,4,3,2
5348,20745.1939,4,3,2,2,2,3,1,3,2,2,2,3
5349,22659.0623,2,2,3,2,3,3,0,2,3,2,3,3
5350,28559.1918,3,3,3,1,1,4,1,3,3,1,1,4
5351,31110.6017,3,1,2,4,1,3,1,1,2,4,1,3
5352,45195.7038,5,2,2,3,3,2,1,2,2,3,3,2
5353,13294.827,3,2,3,2,1,3,1,2,3,2,1,3
5354,46405.6345,3,3,2,4,3,1,1,3,2,4,3,1
5355,21722.5301,3,2,2,2,1,3,1,2,2,2,1,3
5356,28071.4704,5,1,2,1,2,3,1,1,2,1,2,3
5357,81974.2804,2,3,1,3,3,2,0,3,1,3,3,2
5358,12575.9189,4,3,2,3,1,3,1,3,2,3,1,3
5359,11650.3249,2,3,3,3,1,3,0,3,3,3,1,3
5360,30350.3574,3,3,1,2,3,3,1,3,1,2,3,3
5361,21849.2905,2,2,1,1,1,2,0,2,1,1,1,2
5362,19917.9717,3,3,2,1,1,4,1,3,2,1,1,4
5363,14140.9356,2,2,3,2,1,4,0,2,3,2,1,4
5364,13855.2246,3,3,3,2,1,3,1,3,3,2,1,3
5365,10857.7405,3,3,2,2,1,4,1,3,2,2,1,4
5366,23413.66,2,3,2,1,1,3,0,3,2,1,1,3
5367,15483.2334,3,3,3,2,1,2,1,3,3,2,1,2
5368,20177.0864,3,2,1,3,2,3,1,2,1,3,2,3
5369,33363.6456,3,1,2,1,2,3,1,1,2,1,2,3
5370,12502.9305,4,3,3,2,3,3,1,3,3,2,3,3
5371,88732.6474,3,3,3,4,3,2,1,3,3,4,3,2
5372,23056.0422,4,3,3,1,1,4,1,3,3,1,1,4
5373,24619.3862,2,3,1,2,1,2,0,3,1,2,1,2
5374,13849.5447,3,3,3,2,1,4,1,3,3,2,1,4
5375,23308.9003,3,3,2,2,4,4,1,3,2,2,4,4
5376,17167.2852,1,2,1,3,2,3,0,2,1,3,2,3
5377,10010.9949,1,3,2,1,1,4,0,3,2,1,1,4
5378,23746.0747,3,3,2,1,1,4,1,3,2,1,1,4
5379,44474.1752,4,2,3,1,4,4,1,2,3,1,4,4
5380,11497.5571,2,2,2,2,1,3,0,2,2,2,1,3
5381,22896.381,4,3,1,1,4,4,1,3,1,1,4,4
5382,23127.8122,2,2,2,3,2,2,0,2,2,3,2,2
5383,34513.112,3,2,2,2,3,2,1,2,2,2,3,2
5384,45758.7852,2,1,1,3,3,1,0,1,1,3,3,1
5385,23443.4148,2,3,2,1,1,2,0,3,2,1,1,2
5386,19582.9949,3,2,2,1,1,4,1,2,2,1,1,4
5387,13854.684,3,3,1,1,1,3,1,3,1,1,1,3
5388,34939.5948,4,3,2,3,3,4,1,3,2,3,3,4
5389,18880.3487,4,3,2,1,1,3,1,3,2,1,1,3
5390,17477.1008,2,3,1,3,1,3,0,3,1,3,1,3
5391,34458.3638,4,3,3,1,2,2,1,3,3,1,2,2
5392,8764.826999999999,3,2,1,3,5,2,1,2,1,3,5,2
5393,19771.8252,3,3,2,2,1,3,1,3,2,2,1,3
5395,22386.3929,2,3,1,1,1,2,0,3,1,1,1,2
5396,4777.9933,2,5,1,2,5,3,0,5,1,2,5,3
5397,7539.0631,1,2,3,4,5,3,0,2,3,4,5,3
5398,15525.1982,3,2,2,1,1,4,1,2,2,1,1,4
5399,25906.9628,2,3,1,1,1,3,0,3,1,1,1,3
5400,14602.3337,3,2,2,2,3,4,1,2,2,2,3,4
5401,22389.5274,1,2,1,4,1,1,0,2,1,4,1,1
5402,12767.0746,1,1,1,1,2,4,0,1,1,1,2,4
5403,13205.7736,4,1,2,3,1,3,1,1,2,3,1,3
5404,8441.2201,2,2,1,2,1,4,0,2,1,2,1,4
5405,23370.1537,3,3,1,1,1,3,1,3,1,1,1,3
5406,28104.2223,3,2,2,1,1,2,1,2,2,1,1,2
5407,16168.6143,5,3,1,3,1,4,1,3,1,3,1,4
5408,15091.212,3,3,1,1,1,3,1,3,1,1,1,3
5409,22087.8618,3,3,3,2,4,4,1,3,3,2,4,4
5410,24636.8091,2,3,2,1,1,2,0,3,2,1,1,2
5411,18273.2147,3,3,2,2,1,2,1,3,2,2,1,2
5412,33709.3085,3,2,1,2,3,3,1,2,1,2,3,3
5413,9020.8856,2,2,2,1,5,4,0,2,2,1,5,4
5414,21760.1091,3,3,1,2,1,1,1,3,1,2,1,1
5415,12622.8689,1,3,1,3,1,4,0,3,1,3,1,4
5416,17668.7699,4,3,1,2,1,2,1,3,1,2,1,2
5417,14146.183,3,3,1,2,1,3,1,3,1,2,1,3
5418,17624.1159,3,3,1,2,3,4,1,3,1,2,3,4
5419,13186.4986,3,3,2,1,2,4,1,3,2,1,2,4
5420,10747.4283,3,3,2,1,3,4,1,3,2,1,3,4
5421,12381.3704,3,3,2,1,1,4,1,3,2,1,1,4
5422,15116.4069,1,3,1,1,1,4,0,3,1,1,1,4
5423,8930.844499999999,3,3,3,2,1,4,1,3,3,2,1,4
5424,24159.5612,3,1,2,1,2,4,1,1,2,1,2,4
5425,6658.6297,1,3,1,4,5,3,0,3,1,4,5,3
5426,16142.5632,1,3,1,1,1,4,0,3,1,1,1,4
5427,21515.8307,2,2,1,1,1,4,0,2,1,1,1,4
5428,21786.3996,4,2,2,2,3,3,1,2,2,2,3,3
5429,13900.4068,2,2,2,2,1,4,0,2,2,2,1,4
5430,21327.4359,4,2,2,1,3,3,1,2,2,1,3,3
5431,17072.8589,2,3,2,3,3,3,0,3,2,3,3,3
5432,27765.0647,3,3,2,2,1,2,1,3,2,2,1,2
5433,39868.336,3,2,3,3,1,4,1,2,3,3,1,4
5434,23621.9991,1,3,1,1,3,3,0,3,1,1,3,3
5435,14146.183,3,2,2,2,1,3,1,2,2,2,1,3
5436,56417.719,3,3,2,2,4,2,1,3,2,2,4,2
5437,9028.787899999999,1,3,1,2,1,4,0,3,1,2,1,4
5438,13237.4213,2,3,2,3,1,4,0,3,2,3,1,4
5439,15882.4633,5,2,2,1,1,4,1,2,2,1,1,4
5440,16361.1544,1,3,1,1,1,3,0,3,1,1,1,3
5441,16705.3888,3,3,1,2,1,3,1,3,1,2,1,3
5442,15116.4069,2,2,1,1,1,4,0,2,1,1,1,4
5443,23015.4966,3,3,1,3,1,2,1,3,1,3,1,2
5444,33138.3295,3,2,2,4,4,4,1,2,2,4,4,4
5445,12204.8166,4,3,2,1,3,4,1,3,2,1,3,4
5446,13289.8954,3,2,3,1,1,4,1,2,3,1,1,4
5447,26275.2794,1,3,1,2,1,2,0,3,1,2,1,2
5448,17001.7715,3,3,1,1,3,4,1,3,1,1,3,4
5449,21601.3572,4,1,1,3,1,3,1,1,1,3,1,3
5450,23006.8457,2,3,1,2,2,2,0,3,1,2,2,2
5451,32293.892,2,3,1,2,3,2,0,3,1,2,3,2
5452,53217.2771,3,3,1,4,3,1,1,3,1,4,3,1
5453,20850.7995,2,3,1,1,1,4,0,3,1,1,1,4
5454,19612.475,2,3,1,1,1,3,0,3,1,1,1,3
5455,19501.1224,3,3,2,1,1,3,1,3,2,1,1,3
5456,8562.784,4,2,2,3,1,3,1,2,2,3,1,3
5457,19483.7839,3,3,2,1,1,4,1,3,2,1,1,4
5458,13794.5804,3,1,3,2,1,3,1,1,3,2,1,3
5459,16142.5632,3,3,1,1,1,4,1,3,1,1,1,4
5460,23602.0837,3,3,2,3,1,1,1,3,2,3,1,1
5461,26333.8401,3,3,2,3,1,4,1,3,2,3,1,4
5462,21295.378,3,1,1,3,3,3,1,1,1,3,3,3
5463,13056.6655,1,5,1,3,1,3,0,5,1,3,1,3
5464,24406.7773,3,3,1,3,1,2,1,3,1,3,1,2
5465,20472.3273,3,3,1,1,1,2,1,3,1,1,1,2
5466,23413.66,3,3,2,1,1,3,1,3,2,1,1,3
5467,35648.5231,5,5,2,1,1,4,1,5,2,1,1,4
5468,27506.4562,3,3,2,3,1,3,1,3,2,3,1,3
5469,36301.2674,5,3,2,1,1,3,1,3,2,1,1,3
5470,23982.9993,3,3,3,2,1,3,1,3,3,2,1,3
5471,13289.8954,4,5,3,2,1,4,1,5,3,2,1,4
5472,16976.5798,4,3,2,1,2,3,1,3,2,1,2,3
5473,13613.9724,3,3,1,1,1,4,1,3,1,1,1,4
5474,13289.8954,1,2,1,1,1,4,0,2,1,1,1,4
5475,14001.9772,3,1,3,2,1,4,1,1,3,2,1,4
5476,25049.9939,3,3,1,2,1,3,1,3,1,2,1,3
5477,15321.6202,2,3,2,3,1,4,0,3,2,3,1,4
