CaseID,weight_pop,B3_trans,ND2_trans,B7_b_trans,GH1_trans,race_trans,educ_trans,B3_binary,ND2_num,B7_b_num,GH1_num,race_num,educ_num
442,16140.2999,3,2,2,2,2,4,1,2,2,2,2,4
443,16899.5227,3,2,2,2,1,4,1,2,2,2,1,4
444,8544.126399999999,3,3,3,3,1,4,1,3,3,3,1,4
445,13374.1585,3,3,2,1,1,3,1,3,2,1,1,3
446,20617.8134,3,3,1,1,1,3,1,3,1,1,1,3
447,25685.9139,3,3,2,1,1,4,1,3,2,1,1,4
448,14052.8508,3,2,2,2,1,4,1,2,2,2,1,4
449,17903.5345,1,3,1,2,1,2,0,3,1,2,1,2
450,13090.7683,3,3,2,2,1,4,1,3,2,2,1,4
451,38436.3086,2,3,1,1,1,1,0,3,1,1,1,1
452,13063.8424,3,1,2,1,1,4,1,1,2,1,1,4
453,6957.7528,4,3,3,1,5,3,1,3,3,1,5,3
454,11114.6517,2,3,3,3,5,3,0,3,3,3,5,3
455,12570.0952,4,3,2,1,1,4,1,3,2,1,1,4
456,24347.811,3,2,2,2,1,3,1,2,2,2,1,3
457,30850.2665,2,3,2,1,1,4,0,3,2,1,1,4
458,27746.4885,3,1,3,2,1,4,1,1,3,2,1,4
459,17011.7611,3,3,2,2,1,3,1,3,2,2,1,3
460,9626.1235,3,3,2,3,1,4,1,3,2,3,1,4
461,12111.1869,3,5,1,1,1,3,1,5,1,1,1,3
462,19435.5888,3,3,2,2,1,2,1,3,2,2,1,2
463,19497.3383,3,3,2,3,3,4,1,3,2,3,3,4
464,12969.3468,3,3,3,1,5,4,1,3,3,1,5,4
465,26575.7818,3,3,3,2,2,2,1,3,3,2,2,2
466,16258.6986,3,3,2,1,1,2,1,3,2,1,1,2
467,21756.9117,2,3,1,1,4,4,0,3,1,1,4,4
468,13900.4068,3,3,2,2,1,4,1,3,2,2,1,4
469,19162.689,2,3,1,2,1,2,0,3,1,2,1,2
470,30186.4321,3,3,3,4,1,3,1,3,3,4,1,3
471,13299.2109,4,2,3,1,1,4,1,2,3,1,1,4
472,13289.8954,3,4,2,1,1,4,1,4,2,1,1,4
473,13090.7683,2,3,2,2,1,4,0,3,2,2,1,4
474,24744.6537,3,3,2,2,1,1,1,3,2,2,1,1
475,21053.5119,1,3,1,2,1,1,0,3,1,2,1,1
476,37119.8736,3,3,1,2,1,2,1,3,1,2,1,2
477,25291.9499,3,2,2,1,1,3,1,2,2,1,1,3
478,14140.9356,3,2,3,2,1,4,1,2,3,2,1,4
479,12641.8712,3,2,2,1,1,4,1,2,2,1,1,4
480,21654.1543,4,1,1,3,1,3,1,1,1,3,1,3
481,12933.6528,3,3,1,2,1,3,1,3,1,2,1,3
482,26472.4545,4,2,2,1,1,3,1,2,2,1,1,3
483,30038.9379,4,3,1,1,1,3,1,3,1,1,1,3
484,17404.0326,3,3,2,2,1,2,1,3,2,2,1,2
485,8930.844499999999,2,2,2,2,1,4,0,2,2,2,1,4
486,36242.7783,4,3,2,2,1,2,1,3,2,2,1,2
487,14300.5259,2,3,2,2,3,3,0,3,2,2,3,3
488,17782.6816,1,3,1,3,1,2,0,3,1,3,1,2
489,21579.2115,3,2,2,2,1,4,1,2,2,2,1,4
490,29150.803,3,2,2,1,4,4,1,2,2,1,4,4
491,20481.7834,2,3,1,1,1,4,0,3,1,1,1,4
492,10965.4948,2,4,1,2,1,4,0,4,1,2,1,4
493,12953.5659,3,3,1,1,1,3,1,3,1,1,1,3
494,23235.1701,2,3,1,3,2,2,0,3,1,3,2,2
495,22386.3929,1,3,1,2,1,2,0,3,1,2,1,2
496,15748.3939,1,3,1,1,1,3,0,3,1,1,1,3
497,27052.0386,4,3,2,1,1,2,1,3,2,1,1,2
498,27746.4885,4,4,2,1,1,4,1,4,2,1,1,4
499,29582.1365,4,3,2,3,2,2,1,3,2,3,2,2
500,13090.7683,3,3,2,1,1,4,1,3,2,1,1,4
501,10409.0856,2,3,2,3,1,4,0,3,2,3,1,4
502,30702.6562,4,3,2,1,1,3,1,3,2,1,1,3
503,31593.5977,5,2,3,3,2,3,1,2,3,3,2,3
504,30054.151,2,2,2,1,2,3,0,2,2,1,2,3
505,21555.6205,2,3,2,3,1,4,0,3,2,3,1,4
506,16490.7957,4,3,2,1,2,4,1,3,2,1,2,4
507,4282.3836,3,1,2,2,5,4,1,1,2,2,5,4
508,13577.5963,2,2,2,2,1,3,0,2,2,2,1,3
509,7300.0882,1,3,1,2,1,4,0,3,1,2,1,4
510,18596.2755,3,2,3,2,1,2,1,2,3,2,1,2
511,16258.6986,2,1,1,1,1,2,0,1,1,1,1,2
512,32347.7257,3,3,1,2,1,3,1,3,1,2,1,3
513,15923.6687,2,3,2,2,1,2,0,3,2,2,1,2
514,10509.691,3,3,2,2,1,3,1,3,2,2,1,3
515,16302.7652,1,3,1,2,1,4,0,3,1,2,1,4
516,21369.1931,5,3,2,3,1,4,1,3,2,3,1,4
517,13704.3897,3,3,2,2,1,2,1,3,2,2,1,2
518,10857.7405,1,3,1,2,1,4,0,3,1,2,1,4
519,11248.1266,3,3,3,2,1,4,1,3,3,2,1,4
520,19604.8053,5,3,3,1,2,4,1,3,3,1,2,4
521,14305.0933,2,3,1,2,1,3,0,3,1,2,1,3
522,23687.5548,1,3,1,3,1,4,0,3,1,3,1,4
523,13294.827,3,2,2,2,1,3,1,2,2,2,1,3
524,11981.7294,2,3,1,3,1,3,0,3,1,3,1,3
525,17530.7834,3,3,3,2,1,2,1,3,3,2,1,2
526,21072.4714,3,3,2,1,1,4,1,3,2,1,1,4
527,9731.6919,4,2,3,1,1,4,1,2,3,1,1,4
528,63360.0998,3,3,1,4,1,2,1,3,1,4,1,2
529,17962.2974,1,2,2,1,5,2,0,2,2,1,5,2
530,13150.606,3,2,1,2,1,3,1,2,1,2,1,3
531,32983.7615,2,3,1,1,1,3,0,3,1,1,1,3
532,11471.384,1,3,2,3,3,4,0,3,2,3,3,4
533,16361.1544,4,3,1,2,1,3,1,3,1,2,1,3
534,20050.4706,2,3,2,2,1,2,0,3,2,2,1,2
535,10305.5614,2,3,2,3,1,3,0,3,2,3,1,3
536,24124.51,3,2,2,3,1,3,1,2,2,3,1,3
537,15051.257,1,3,1,2,1,2,0,3,1,2,1,2
538,33954.6643,4,3,2,1,2,3,1,3,2,1,2,3
539,27062.0785,1,3,2,2,1,3,0,3,2,2,1,3
540,18597.4579,2,2,1,2,1,3,0,2,1,2,1,3
541,21279.8529,4,2,1,3,1,4,1,2,1,3,1,4
542,16142.5632,4,2,2,1,1,4,1,2,2,1,1,4
543,17821.3844,2,2,1,2,1,3,0,2,1,2,1,3
544,15280.2056,3,3,2,2,1,2,1,3,2,2,1,2
545,31538.1668,2,1,1,1,3,2,0,1,1,1,3,2
546,25574.1687,3,3,3,3,2,4,1,3,3,3,2,4
548,21493.2073,2,1,1,1,2,4,0,1,1,1,2,4
549,13855.2246,3,3,2,3,1,3,1,3,2,3,1,3
550,11497.5571,3,2,2,1,1,3,1,2,2,1,1,3
551,15973.3754,5,3,3,1,1,4,1,3,3,1,1,4
552,16183.5754,1,3,1,2,1,2,0,3,1,2,1,2
553,13758.0015,3,3,2,2,1,3,1,3,2,2,1,3
554,9626.1235,4,3,2,1,1,4,1,3,2,1,1,4
555,15321.6202,3,2,2,1,1,4,1,2,2,1,1,4
556,23188.1982,2,3,2,2,1,2,0,3,2,2,1,2
557,21722.5301,4,2,2,2,1,3,1,2,2,2,1,3
558,8657.652,3,2,3,2,1,4,1,2,3,2,1,4
559,16098.9296,2,3,2,2,1,2,0,3,2,2,1,2
560,18800.2184,2,3,2,2,1,2,0,3,2,2,1,2
561,20250.0111,3,3,2,3,1,3,1,3,2,3,1,3
562,28993.6131,3,3,2,1,1,4,1,3,2,1,1,4
563,34466.2864,3,1,2,1,1,3,1,1,2,1,1,3
564,23137.7242,3,3,1,1,1,2,1,3,1,1,1,2
565,24770.7792,4,3,2,1,1,3,1,3,2,1,1,3
566,9019.476000000001,3,3,1,1,1,4,1,3,1,1,1,4
567,21500.7201,3,3,3,3,3,3,1,3,3,3,3,3
568,22727.7922,3,2,3,1,3,4,1,2,3,1,3,4
569,13374.1585,2,1,1,1,1,3,0,1,1,1,1,3
570,17027.4708,2,2,2,1,1,3,0,2,2,1,1,3
571,25301.7277,4,3,3,2,2,2,1,3,3,2,2,2
572,40459.8301,4,3,2,1,3,2,1,3,2,1,3,2
573,20450.9761,1,3,1,1,1,3,0,3,1,1,1,3
574,10512.3875,3,3,2,1,1,4,1,3,2,1,1,4
575,23515.4649,3,3,1,4,2,2,1,3,1,4,2,2
576,19435.5888,2,2,1,3,1,1,0,2,1,3,1,1
577,20481.7834,5,4,3,2,1,4,1,4,3,2,1,4
578,13704.3897,2,3,1,1,1,3,0,3,1,1,1,3
579,26275.2794,3,3,2,1,1,3,1,3,2,1,1,3
580,16302.7652,4,3,2,1,1,4,1,3,2,1,1,4
581,16302.7652,3,2,3,2,1,4,1,2,3,2,1,4
582,14001.9772,3,2,2,2,1,4,1,2,2,2,1,4
583,21579.2115,2,3,1,2,1,4,0,3,1,2,1,4
584,13900.4068,1,3,2,1,1,4,0,3,2,1,1,4
585,14140.9356,3,3,3,1,1,4,1,3,3,1,1,4
586,18596.2755,2,3,1,2,1,2,0,3,1,2,1,2
587,13863.2747,1,3,1,1,1,3,0,3,1,1,1,3
588,12517.6437,3,3,2,1,1,4,1,3,2,1,1,4
589,16361.7927,3,3,2,3,1,3,1,3,2,3,1,3
590,11072.8075,4,3,2,2,1,3,1,3,2,2,1,3
591,25979.7551,3,1,1,1,1,4,1,1,1,1,1,4
592,11325.2852,2,2,2,2,1,3,0,2,2,2,1,3
593,13090.7683,4,3,1,2,1,4,1,3,1,2,1,4
594,29150.803,2,3,1,1,4,4,0,3,1,1,4,4
595,18800.2184,4,5,2,3,1,2,1,5,2,3,1,2
596,11650.3249,4,3,2,3,1,3,1,3,2,3,1,3
597,18746.3744,1,3,1,1,1,2,0,3,1,1,1,2
598,13063.8424,2,3,3,2,1,4,0,3,3,2,1,4
599,72675.2684,4,3,2,2,4,3,1,3,2,2,4,3
600,36936.9117,4,3,2,2,3,2,1,3,2,2,3,2
601,4767.07,3,1,3,2,5,4,1,1,3,2,5,4
602,10352.2207,1,3,2,2,1,3,0,3,2,2,1,3
603,20411.4205,2,3,1,1,1,2,0,3,1,1,1,2
604,27062.0785,2,2,2,2,1,3,0,2,2,2,1,3
605,16142.5632,4,2,3,1,1,4,1,2,3,1,1,4
606,14457.3579,3,3,1,4,3,3,1,3,1,4,3,3
607,11033.7386,3,3,2,3,5,3,1,3,2,3,5,3
608,20929.5501,3,2,3,2,1,2,1,2,3,2,1,2
609,16131.8983,3,3,2,1,1,3,1,3,2,1,1,3
610,14007.173,3,3,2,1,1,3,1,3,2,1,1,3
611,11402.9941,3,3,3,2,1,3,1,3,3,2,1,3
612,14140.9356,1,2,2,2,1,4,0,2,2,2,1,4
613,16024.5446,2,1,3,2,1,2,0,1,3,2,1,2
614,30998.7086,1,3,1,1,1,3,0,3,1,1,1,3
615,17327.2595,2,3,1,1,1,1,0,3,1,1,1,1
616,13150.606,3,3,3,2,1,3,1,3,3,2,1,3
617,16098.9296,1,3,1,2,1,2,0,3,1,2,1,2
618,17011.7611,2,5,1,2,1,3,0,5,1,2,1,3
619,33709.3085,2,2,1,2,3,3,0,2,1,2,3,3
620,23903.9541,3,3,3,2,3,1,1,3,3,2,3,1
621,13095.626,1,3,1,2,1,3,0,3,1,2,1,3
622,10965.4948,4,3,2,2,1,4,1,3,2,2,1,4
623,26509.7717,3,3,2,2,1,1,1,3,2,2,1,1
624,39421.2783,2,4,2,1,3,2,0,4,2,1,3,2
625,13289.8954,2,3,1,1,1,4,0,3,1,1,1,4
626,17709.3186,3,3,1,3,1,2,1,3,1,3,1,2
627,45621.6696,3,3,1,3,3,2,1,3,1,3,3,2
628,5528.8393,3,3,1,2,5,3,1,3,1,2,5,3
629,20322.4329,3,4,2,2,2,4,1,4,2,2,2,4
631,16093.4932,4,3,3,2,1,4,1,3,3,2,1,4
632,17127.8861,2,2,2,1,4,4,0,2,2,1,4,4
633,13186.4986,2,2,1,1,2,4,0,2,1,1,2,4
634,14305.0933,3,3,1,2,1,3,1,3,1,2,1,3
635,24347.811,3,3,3,1,1,3,1,3,3,1,1,3
636,16302.7652,2,2,2,1,1,4,0,2,2,1,1,4
637,15483.2334,2,3,2,2,1,2,0,3,2,2,1,2
638,16733.4566,2,3,2,2,1,4,0,3,2,2,1,4
639,24619.3862,2,3,2,1,1,3,0,3,2,1,1,3
640,20174.8978,3,3,1,2,1,4,1,3,1,2,1,4
641,10398.3501,1,3,1,1,1,4,0,3,1,1,1,4
642,15092.0511,3,2,2,1,1,4,1,2,2,1,1,4
643,11256.4467,3,3,3,2,4,4,1,3,3,2,4,4
644,16258.6986,3,2,1,1,1,2,1,2,1,1,1,2
645,10963.1223,1,3,1,1,3,4,0,3,1,1,3,4
646,34128.0984,2,2,1,4,2,3,0,2,1,4,2,3
647,12113.6041,3,2,4,3,1,3,1,2,4,3,1,3
648,20728.0943,1,3,1,2,1,1,0,3,1,2,1,1
649,4787.5224,3,3,2,3,1,4,1,3,2,3,1,4
650,13431.1949,2,3,2,1,1,4,0,3,2,1,1,4
651,17404.0326,4,3,2,2,1,2,1,3,2,2,1,2
652,16541.2304,3,3,1,2,1,3,1,3,1,2,1,3
653,29053.5394,5,3,3,1,2,4,1,3,3,1,2,4
654,16302.7652,1,3,1,1,1,4,0,3,1,1,1,4
655,19162.3062,2,3,1,3,5,4,0,3,1,3,5,4
656,13289.8954,3,3,1,2,1,4,1,3,1,2,1,4
657,16131.8983,3,3,1,1,1,3,1,3,1,1,1,3
658,20850.7995,4,3,2,1,1,4,1,3,2,1,1,4
659,24240.4411,2,1,2,2,4,4,0,1,2,2,4,4
660,23370.1537,2,3,2,2,1,2,0,3,2,2,1,2
661,15280.2056,2,2,2,2,1,2,0,2,2,2,1,2
662,25043.4142,3,2,1,2,1,3,1,2,1,2,1,3
663,9731.6919,1,3,1,3,1,4,0,3,1,3,1,4
664,20271.1524,2,3,2,2,1,3,0,3,2,2,1,3
665,21722.5301,2,1,2,3,1,3,0,1,2,3,1,3
666,23922.6348,4,2,4,3,1,4,1,2,4,3,1,4
667,24037.7432,2,2,2,1,1,3,0,2,2,1,1,3
668,12517.6437,2,3,1,1,1,4,0,3,1,1,1,4
669,30850.2665,4,1,2,1,1,4,1,1,2,1,1,4
670,5356.1705,3,2,2,2,5,3,1,2,2,2,5,3
671,15209.6036,2,3,1,2,1,2,0,3,1,2,1,2
672,22386.3929,3,3,2,2,1,2,1,3,2,2,1,2
673,16524.1704,1,3,1,2,1,3,0,3,1,2,1,3
674,14140.9356,3,3,3,1,1,4,1,3,3,1,1,4
675,16142.5632,2,3,1,2,1,4,0,3,1,2,1,4
676,20174.8978,3,3,4,2,1,4,1,3,4,2,1,4
677,12233.8219,3,3,2,1,1,3,1,3,2,1,1,3
678,22877.5538,3,4,3,3,3,3,1,4,3,3,3,3
679,24193.2587,3,5,1,1,1,3,1,5,1,1,1,3
680,13855.2246,3,3,1,1,1,3,1,3,1,1,1,3
681,23443.4148,2,3,1,3,1,2,0,3,1,3,1,2
682,13468.8729,3,3,2,1,1,3,1,3,2,1,1,3
683,26228.611,3,2,1,2,1,1,1,2,1,2,1,1
684,24377.4595,3,3,2,2,1,3,1,3,2,2,1,3
685,8441.2201,3,3,2,2,1,4,1,3,2,2,1,4
686,13090.7683,3,3,2,2,1,4,1,3,2,2,1,4
687,22386.3929,3,3,2,1,1,2,1,3,2,1,1,2
688,13613.6049,2,3,2,2,1,3,0,3,2,2,1,3
689,20929.5501,3,3,2,2,1,2,1,3,2,2,1,2
690,11611.0852,3,3,2,2,1,2,1,3,2,2,1,2
691,20220.9492,4,2,2,1,1,4,1,2,2,1,1,4
692,34784.5668,1,3,1,1,5,3,0,3,1,1,5,3
693,22142.6835,2,3,1,2,1,2,0,3,1,2,1,2
694,19240.2467,3,3,2,1,1,3,1,3,2,1,1,3
695,20450.9761,2,3,1,3,1,3,0,3,1,3,1,3
696,34139.8977,3,2,1,3,1,1,1,2,1,3,1,1
697,27999.4238,4,2,3,3,2,1,1,2,3,3,2,1
698,9870.8712,3,3,1,1,1,2,1,3,1,1,1,2
699,18413.5359,2,3,1,3,1,2,0,3,1,3,1,2
700,13992.7265,3,1,2,2,1,3,1,1,2,2,1,3
701,13289.8954,2,2,1,2,1,4,0,2,1,2,1,4
702,20250.2455,2,3,1,1,1,2,0,3,1,1,1,2
703,22649.1151,4,3,1,1,1,2,1,3,1,1,1,2
704,15051.257,1,3,1,2,1,2,0,3,1,2,1,2
705,18951.9634,3,3,2,2,1,2,1,3,2,2,1,2
706,26646.7085,2,2,2,1,1,2,0,2,2,1,1,2
707,11650.3249,4,3,1,1,1,3,1,3,1,1,1,3
708,12575.9189,3,3,1,2,1,3,1,3,1,2,1,3
709,20308.8895,5,3,1,2,1,3,1,3,1,2,1,3
710,13090.7683,3,3,2,2,1,4,1,3,2,2,1,4
711,6458.2427,3,2,2,2,5,3,1,2,2,2,5,3
712,19186.8474,3,2,3,1,2,3,1,2,3,1,2,3
713,18413.5359,3,3,3,2,1,2,1,3,3,2,1,2
714,20481.7834,3,2,2,1,1,4,1,2,2,1,1,4
715,30155.2989,3,3,2,1,1,2,1,3,2,1,1,2
716,16302.7652,3,3,2,1,1,4,1,3,2,1,1,4
717,16258.6986,3,3,2,3,1,2,1,3,2,3,1,2
718,28104.2223,2,3,1,2,1,3,0,3,1,2,1,3
719,13090.7683,3,3,3,3,1,4,1,3,3,3,1,4
720,25685.9139,4,3,2,1,1,3,1,3,2,1,1,3
721,13289.8954,2,3,2,2,1,4,0,3,2,2,1,4
722,12868.1023,3,1,1,2,1,4,1,1,1,2,1,4
723,20985.1095,2,3,2,2,1,3,0,3,2,2,1,3
724,10512.3875,2,3,2,1,1,4,0,3,2,1,1,4
725,13992.7265,2,3,1,1,1,3,0,3,1,1,1,3
726,12233.8219,4,3,1,2,1,2,1,3,1,2,1,2
727,13854.684,2,3,1,1,1,3,0,3,1,1,1,3
728,7812.2905,3,3,1,1,5,3,1,3,1,1,5,3
729,21938.1087,2,3,1,1,1,3,0,3,1,1,1,3
730,36673.3913,5,4,1,1,1,3,1,4,1,1,1,3
731,13289.8954,3,3,2,2,1,4,1,3,2,2,1,4
732,12953.5659,3,1,2,2,1,3,1,1,2,2,1,3
733,8441.2201,2,3,2,2,1,4,0,3,2,2,1,4
734,20607.1795,4,3,1,2,1,3,1,3,1,2,1,3
735,20617.8134,2,3,1,1,1,3,0,3,1,1,1,3
736,11363.5124,2,3,1,2,1,2,0,3,1,2,1,2
737,21359.9716,3,3,2,2,3,4,1,3,2,2,3,4
738,23106.4839,3,3,3,1,1,1,1,3,3,1,1,1
739,22386.3929,3,3,2,1,1,2,1,3,2,1,1,2
740,21793.3678,3,3,2,1,1,4,1,3,2,1,1,4
741,10880.0038,4,3,1,4,1,4,1,3,1,4,1,4
742,18932.1979,4,2,2,1,1,3,1,2,2,1,1,3
743,16792.4194,3,2,2,2,2,3,1,2,2,2,2,3
744,23235.1701,3,3,2,1,2,2,1,3,2,1,2,2
745,19990.8188,1,3,2,4,1,2,0,3,2,4,1,2
746,11126.108,3,3,2,2,1,4,1,3,2,2,1,4
747,21793.3678,2,3,1,2,1,4,0,3,1,2,1,4
748,16258.6986,2,3,2,2,1,2,0,3,2,2,1,2
749,10912.2983,2,3,1,1,1,2,0,3,1,1,1,2
750,14379.058,2,3,3,3,2,3,0,3,3,3,2,3
751,20089.3827,2,3,2,1,1,2,0,3,2,1,1,2
752,22761.0793,3,2,2,3,1,4,1,2,2,3,1,4
753,21793.3678,2,3,2,1,1,4,0,3,2,1,1,4
754,29390.9838,1,3,1,2,1,2,0,3,1,2,1,2
755,33001.1091,3,2,2,1,1,4,1,2,2,1,1,4
756,19172.3238,1,3,1,1,1,4,0,3,1,1,1,4
757,13183.911,3,3,2,2,3,4,1,3,2,2,3,4
758,15092.0511,3,3,1,1,1,4,1,3,1,1,1,4
759,15882.4633,3,2,2,1,1,4,1,2,2,1,1,4
760,43767.0695,3,3,1,1,1,2,1,3,1,1,1,2
761,26275.2794,2,3,2,2,1,2,0,3,2,2,1,2
762,12517.6437,5,3,3,1,1,4,1,3,3,1,1,4
763,18393.4481,4,3,3,2,1,3,1,3,3,2,1,3
764,20273.4104,2,3,1,3,1,2,0,3,1,3,1,2
765,22901.1733,2,2,2,1,3,3,0,2,2,1,3,3
766,8441.2201,1,3,1,1,1,4,0,3,1,1,1,4
767,16098.9296,2,3,2,1,1,2,0,3,2,1,1,2
768,13303.576,3,3,2,1,3,3,1,3,2,1,3,3
769,20174.8978,2,3,1,2,1,4,0,3,1,2,1,4
770,16258.6986,4,3,2,2,1,2,1,3,2,2,1,2
771,15529.7006,1,2,1,4,1,3,0,2,1,4,1,3
772,28561.408,2,2,1,2,1,1,0,2,1,2,1,1
773,38232.2535,3,3,2,1,4,3,1,3,2,1,4,3
774,11057.2898,2,3,3,2,1,2,0,3,3,2,1,2
775,16639.2413,3,2,4,1,1,2,1,2,4,1,1,2
776,25685.9139,3,2,2,1,1,4,1,2,2,1,1,4
777,17385.9704,3,2,3,2,3,3,1,2,3,2,3,3
778,13294.827,2,3,1,1,1,3,0,3,1,1,1,3
779,22513.3702,1,3,1,1,1,1,0,3,1,1,1,1
780,17337.6567,3,3,2,1,2,3,1,3,2,1,2,3
781,21579.2115,3,3,2,1,1,4,1,3,2,1,1,4
782,26790.2868,3,2,2,1,2,2,1,2,2,1,2,2
783,16302.7652,3,3,3,1,1,4,1,3,3,1,1,4
784,14305.0933,2,3,2,1,1,3,0,3,2,1,1,3
785,15051.257,1,3,1,2,1,2,0,3,1,2,1,2
786,16899.1825,2,2,2,1,2,4,0,2,2,1,2,4
787,51771.4869,2,1,2,2,3,4,0,1,2,2,3,4
788,48089.8845,3,1,1,3,3,2,1,1,1,3,3,2
789,15564.4765,2,3,1,2,1,3,0,3,1,2,1,3
790,17339.9346,2,3,2,2,1,2,0,3,2,2,1,2
791,24037.7432,3,3,2,1,1,3,1,3,2,1,1,3
792,17704.7623,2,3,1,2,1,3,0,3,1,2,1,3
793,15751.3175,3,3,3,2,5,2,1,3,3,2,5,2
794,16860.3265,3,5,1,2,1,2,1,5,1,2,1,2
795,14001.9772,3,3,3,1,1,4,1,3,3,1,1,4
796,11421.6997,3,2,1,2,1,4,1,2,1,2,1,4
797,16524.1704,2,2,2,2,1,3,0,2,2,2,1,3
798,12953.5659,4,3,2,2,1,3,1,3,2,2,1,3
799,21304.4017,3,3,2,1,1,4,1,3,2,1,1,4
800,19677.1448,2,3,2,1,1,4,0,3,2,1,1,4
801,8349.6505,4,3,2,1,1,4,1,3,2,1,1,4
802,15346.3465,2,3,1,1,1,4,0,3,1,1,1,4
803,28438.1383,3,3,2,1,1,3,1,3,2,1,1,3
804,15483.2334,2,3,3,1,1,2,0,3,3,1,1,2
805,10870.7987,3,2,3,1,1,4,1,2,3,1,1,4
806,14052.8508,2,3,1,2,1,4,0,3,1,2,1,4
807,19483.7839,4,2,1,1,1,4,1,2,1,1,1,4
808,20383.6347,2,2,2,2,1,3,0,2,2,2,1,3
809,13090.7683,5,2,3,1,1,4,1,2,3,1,1,4
810,17147.0524,2,1,2,3,1,4,0,1,2,3,1,4
811,10151.1496,3,3,2,2,1,4,1,3,2,2,1,4
812,12641.8712,4,3,2,4,1,4,1,3,2,4,1,4
813,16258.6986,2,3,1,1,1,2,0,3,1,1,1,2
814,24619.3862,3,3,2,2,1,2,1,3,2,2,1,2
815,15555.9643,3,3,2,3,3,3,1,3,2,3,3,3
816,26275.2794,2,3,1,1,1,2,0,3,1,1,1,2
817,17477.1008,3,3,2,4,1,2,1,3,2,4,1,2
818,20174.8978,3,2,3,1,1,4,1,2,3,1,1,4
819,19379.5885,4,4,2,1,2,3,1,4,2,1,2,3
820,14001.9772,3,3,1,2,1,4,1,3,1,2,1,4
821,19799.3672,4,2,1,1,2,4,1,2,1,1,2,4
822,9019.476000000001,2,3,1,2,1,4,0,3,1,2,1,4
823,39421.2783,3,4,2,2,3,2,1,4,2,2,3,2
824,22926.0308,2,1,2,3,1,1,0,1,2,3,1,1
825,14140.9356,4,2,2,2,1,4,1,2,2,2,1,4
826,13992.7265,3,2,2,2,1,3,1,2,2,2,1,3
827,19475.5771,2,3,1,1,1,3,0,3,1,1,1,3
828,27746.4885,3,3,1,2,1,4,1,3,1,2,1,4
829,15297.0137,3,5,2,3,1,3,1,5,2,3,1,3
830,14715.7153,3,3,1,3,1,2,1,3,1,3,1,2
831,23897.4806,3,3,1,3,2,4,1,3,1,3,2,4
832,19697.4601,3,2,1,3,1,4,1,2,1,3,1,4
833,14140.9356,3,3,2,1,1,4,1,3,2,1,1,4
834,22386.3929,3,2,2,4,1,2,1,2,2,4,1,2
835,20617.8134,1,3,1,2,1,3,0,3,1,2,1,3
836,5516.4596,4,3,1,1,5,4,1,3,1,1,5,4
837,15464.7741,2,2,1,1,1,3,0,2,1,1,1,3
838,23056.0422,3,2,1,3,1,4,1,2,1,3,1,4
839,8476.6592,3,2,1,2,1,4,1,2,1,2,1,4
840,26314.6302,4,3,3,1,2,2,1,3,3,1,2,2
841,10305.5614,3,2,3,1,1,4,1,2,3,1,1,4
842,18018.9597,4,3,2,1,1,2,1,3,2,1,1,2
843,13325.3378,3,3,3,1,1,3,1,3,3,1,1,3
844,10512.3875,2,2,2,1,1,4,0,2,2,1,1,4
845,25495.9175,3,2,3,2,1,1,1,2,3,2,1,1
846,14001.9772,3,3,2,1,1,4,1,3,2,1,1,4
847,10953.9648,5,3,3,2,2,4,1,3,3,2,2,4
848,8476.6592,2,2,2,1,1,4,0,2,2,1,1,4
849,16142.5632,3,3,3,2,1,4,1,3,3,2,1,4
850,65437.1794,3,2,3,3,4,3,1,2,3,3,4,3
851,21344.2895,3,3,2,1,1,4,1,3,2,1,1,4
852,12517.6437,3,2,2,1,1,4,1,2,2,1,1,4
853,12233.8219,3,3,2,3,1,3,1,3,2,3,1,3
854,21112.1788,3,3,2,1,1,3,1,3,2,1,1,3
855,13663.5751,2,3,3,2,2,3,0,3,3,2,2,3
856,18213.077,2,3,3,2,1,2,0,3,3,2,1,2
857,20481.7834,3,1,2,1,1,4,1,1,2,1,1,4
858,21839.9714,2,2,1,2,1,2,0,2,1,2,1,2
859,7300.0882,3,2,2,2,1,4,1,2,2,2,1,4
860,21793.3678,3,3,1,2,1,4,1,3,1,2,1,4
861,17709.3186,3,3,2,2,1,2,1,3,2,2,1,2
862,23885.0138,3,2,2,1,1,4,1,2,2,1,1,4
863,18597.4579,3,3,2,1,1,3,1,3,2,1,1,3
864,17385.9704,3,3,2,1,3,3,1,3,2,1,3,3
865,20753.9244,2,3,2,1,1,4,0,3,2,1,1,4
866,9731.6919,3,1,2,1,1,4,1,1,2,1,1,4
867,19571.9153,3,3,2,2,2,3,1,3,2,2,2,3
868,11421.6997,1,1,1,3,1,4,0,1,1,3,1,4
869,16258.6986,2,3,2,2,1,2,0,3,2,2,1,2
870,8569.6217,2,3,2,1,1,4,0,3,2,1,1,4
871,11327.7607,2,2,2,2,1,4,0,2,2,2,1,4
872,17959.7067,3,5,2,3,2,2,1,5,2,3,2,2
873,31436.8015,3,1,1,2,1,3,1,1,1,2,1,3
874,26423.1086,3,3,3,1,1,4,1,3,3,1,1,4
875,13289.8954,2,3,2,2,1,4,0,3,2,2,1,4
876,3666.6386,3,3,2,1,5,4,1,3,2,1,5,4
877,13763.8121,3,3,2,2,1,4,1,3,2,2,1,4
878,26867.235,2,3,1,2,2,3,0,3,1,2,2,3
